109,chrzanowski,Chrzanów,Szkoła Podstawowa Nr 6 im. Jana Pawła II,Chrzanów,Dworska,18,17,68,7,71,65,18,82,7,,,,,,0.6165645529537532
110,chrzanowski,Chrzanów,"Szkoła Podstawowa nr 8 z Oddziałami
Integracyjnymi w Chrzanowie",Chrzanów,Pogorska,77,14,61,5,71,51,77,78,7,,,,,,0.4948632771256736
111,chrzanowski,Chrzanów,"Szkoła Podstawowa im. Króla Władysława Jagiełły
w Luszowicach",Luszowice,"Przybyszewskieg
o",17,12,68,7,69,66,17,88,8,,,,,,0.5783409945928606
112,chrzanowski,Chrzanów,Szkoła Podstawowa im. Wojska Polskiego w Płazie,Płaza,Wiosny Ludów,31,19,67,6,76,58,31,79,7,,,,,,0.5895391069172462
113,chrzanowski,Chrzanów,"Szkoła Podstawowa im. Mikołaja Kopernika w
Balinie",Balin,Jaworznicka,38,18,67,6,75,60,38,68,5,,,,,,0.5439899652611591
114,chrzanowski,Chrzanów,"Szkoła Podstawowa Fundacji Viribus Unitis im.
Św.Franciszka z Asyżu w Pogorzycach",Pogorzyce,"Karola
Szymanowskiego",14,43,59,4,63,55,14,59,3,,,,,,0.3725054341436663
115,chrzanowski,Chrzanów,"Niepubliczna Szkoła Podstawowa EDISON w
Chrzanowie",Chrzanów,Świętokrzyska,11,9,63,5,74,51,11,76,6,,,,,,0.5111021969053626
116,chrzanowski,Libiąż,"Szkoła Podstawowa im. ks. Stefana kard.
Wyszyńskiego KSW w Libiążu",Libiąż,Kościelna,15,27,78,8,77,78,15,89,8,,,,,,0.7295445265117251
117,chrzanowski,Libiąż,Szkoła Podstawowa nr 2 im. Bł.Jana Pawła II,Libiąż,Plac Zwycięstwa,41,10,65,6,73,57,41,70,5,,,,,,0.5671760150455496
118,chrzanowski,Libiąż,"Szkoła Podstawowa Nr 3 im. Stanisława Barana
""Bolka""",Libiąż,św. Barbary,32,25,66,6,74,59,32,69,5,,,,,,0.526195426088296
119,chrzanowski,Libiąż,Szkoła Podstawowa,Gromiec,Husarska,12,25,67,6,70,64,12,58,3,,,,,,0.41548459255926135
120,chrzanowski,Libiąż,"Szkoła Podstawowa nr 4 z Oddziałami
Integracyjnymi im. I. J. Paderewskiego",Libiąż,Paderewskiego,54,6,55,3,67,43,54,62,4,,,,,,0.40498930859931453
121,chrzanowski,Libiąż,"Zespół Szkół w Żarkach - Szkoła Podstawowa w
Żarkach",Żarki,"Astronautów
pi",45,22,69,7,71,67,45,75,6,,,,,,0.6150795347358329
122,chrzanowski,Trzebinia,"Szkoła Podstawowa Nr 4 im. Leona
Kruczkowskiego w Trzebini",Trzebinia,24 Stycznia,20,25,54,3,69,39,20,60,3,,,,,,0.3385898225523952
123,chrzanowski,Trzebinia,"Szkoła Podstawowa Nr 6 im. Władysława
Broniewskiego w Trzebini",Trzebinia,Osiedle Gajz,45,38,68,7,78,57,45,78,7,,,,,,0.5332508699636734
