Gorlice,Zespół Szkół w Dominikowicach - Gimnazjum,"Piękna 9, 38-300 Gorlice, Poland",49.6534941,21.1599174
Gorlice,"Gimnazjum im. św. Jana Pawła II w Zespole Szkół
w Szymbarku","Ariańska 3, 38-300 Gorlice, Poland",49.652845,21.1623512
Gorlice,Publiczne Gimnazjum w Kobylance,"Kobylanka 413, 38-303 Kobylanka, Poland",49.66885689999999,21.2221098
Gorlice,Gimnazjum w Kwiatonowicach,"21, 38-333 Kwiatonowice, Poland",49.72318019999999,21.1594256
Gorlice,"Zespół Szkół w Bystrej - Gimnazjum im. Juliusza Słowackiego","Bystra 154, 38-300 Gorlice, Poland",49.6551321,21.0939758
Gorlice,"Gimnazjum im. Świętej Jadwigi Królowej w Klęczanach","Klęczany 1a, Okocim, Poland",49.7012765,21.2123524
Gorlice,Gimnazjum im. Jana Pawła II w Stróżówce,"Stróżowska, Gorlice, Poland",49.66709179999999,21.1442795
Lipinki,"Zespół Szkół w Krygu Publiczne Gimnazjum św.
Jadwigi Królowej","Kryg 397, 38-304 Kryg, Poland",49.65745039999999,21.2563187
Lipinki,"Publiczne Gimnazjum im. ks. Jana Patrzyka w Lipinkach","38-305 Lipinki, Poland",49.6710302,21.293757
Łużna,Publiczne Gimnazjum w Łużnej,"38-322 Łużna; 723, Poland",49.7101882,21.0545813
Łużna,Publiczne Gimnazjum w Szalowej,"38-322 Łużna; 723, Poland",49.7101882,21.0545813
Moszczenica,Gimnazjum w Moszczenicy,"Piotrkowska 13, 97-310 Moszczenica, Poland",51.4987507,19.7099239
Ropa,Gimnazjum w Ropie,"Ropa; 780, 38-312, Poland",49.6009323,21.04443
Sękowa,Publiczne Gimnazjum w Sękowej,"38-307,, Sękowa, Poland",49.61653279999999,21.2013244
Sękowa,"Publiczne Gimnazjum im. Władysława Długosza w Siarach","38-307 Siary, Poland",49.6265834,21.1777216
Uście Gorlickie,Gimnazjum w Uściu Gorlickim,"38-315 Uście Gorlickie; 267, 38-315, Poland",49.52246,21.1401497
Uście Gorlickie,Gimnazjum w Brunarach,"Brunary; 50, Poland",49.53211659999999,21.0357456
Czernichów,Gimnazjum w Czernichowie,"Czernichów 26, 32-070 Czernichów, Poland",49.9872285,19.679654
Czernichów,Gimnazjum im. Królowej Jadwigi w Rybnej,"32-061 Rybna; 464, 32-061, Poland",50.0510161,19.6513229
Czernichów,"Gimnazjum, im. ks. Stanisława Słotwińskiego","Gmina Czernichów, Poland",50.0120706,19.6444571
Czernichów,Gimnazjum w Wołowicach,"10, 32-070 Wołowice, Poland",49.9942241,19.7308351
"Igołomia-
Wawrzeńczyce",Gimnazjum w Wawrzeńczycach,"32-126, Igołomia 252, 32-125 Igołomia, Poland",50.09593960000001,20.2508229
"Igołomia-
Wawrzeńczyce",Gimnazjum w Igołomi,"32-126, Igołomia 252, 32-125 Igołomia, Poland",50.09593960000001,20.2508229
Iwanowice,Gimnazjum w Iwanowicach,"Iwanowice Dworskie, Iwanowice Włościańskie 98, 32-095 Iwanowice Włościańskie, Poland",50.2227736,19.9785381
Iwanowice,Publiczne Gimnazjum w Poskwitowie,"Droga Wojewódzka 773 92, 32-095, Poland",50.2235717,20.0092656
Iwanowice,"Publiczne Gimnazjum im. Świętej Jadwigi Królowej w Naramie","49, Centralna, 32-095 Narama, Poland",50.1849339,19.933165
Iwanowice,Gimnazjum im. Noblistów Polskich,"Gmina Iwanowice, Poland",50.2329574,19.9674657
"Jerzmanowice-
Przeginia","Zespół Szkół - Publiczne Gimnazjum Nr 1 im.
Akademii Krakowskiej w Jerzmanowicach","Szkolna 2, 32-048 Jerzmanowice, Poland",50.2131088,19.7469636
"Jerzmanowice-
Przeginia",Publiczne Gimnazjum nr 2 w Przegini,"Przeginia, Poland",50.2376289,19.6886618
"Kocmyrzów-
Luborzyca","Gimnazjum im. św. Jadwigi Królowej w Luborzycy","Wysiołek Luborzycki 160, 32-010 Luborzyca, Poland",50.1453301,20.1093292
Krzeszowice,"Publiczne Gimnazjum im. Adama Mickiewicza w Krzeszowicach","Długa 22, 32-065 Krzeszowice, Poland",50.1346781,19.6416181
Krzeszowice,Zespół Szkół - Gimnazjum w Zalasiu,"Krakowska 15, 32-065 Krzeszowice, Poland",50.13425489999999,19.63803
Krzeszowice,"Zespół Szkół im. M. Konopnickiej w Nowej -
Górze Gimnazjum","331, 32-065 Nowa Góra, Poland",50.1770949,19.5902537
Krzeszowice,"Zespół Placówek Oświatowych w Woli Filipowskiej - Publiczne Gimnazjum w Woli Filipowskiej","Szkolna 722, 32-065 Wola Filipowska, Poland",50.13226419999999,19.5848948
Liszki,Gimnazjum im. św. Jana Kantego w Liszkach,"Liszki 457, 32-060 Liszki, Poland",50.0323467,19.7624953
Liszki,Gimnazjum w Mnikowie,"Mników 13, 32-084 Morawica, Poland",50.0603945,19.7203981
Michałowice,"Gimnazjum im. Ks. Jana Długosza w Raciborowicach","Jana Długosza 36, 32-091 Raciborowice, Poland",50.1179469,20.0351705
Michałowice,"Zespół Szkół - Gimnazjum im. Wł. Jagiełły w Więcławicach Starych","Świętego Jakuba 94, 32-091 Michałowice, Poland",50.154229,20.0287146
Michałowice,Gimnazjum im. ks. kard. Adama Stefana Sapiehy,"Księdza Kardynała Adama Stefana Sapiehy, Kraków, Poland",50.09545,20.0235411
Mogilany,Gimnazjum w Mogilanach,"świętego Bartłomieja Apostoła 16, 32-031 Mogilany, Poland",49.9420479,19.8892396
Mogilany,Gimnazjum im. Jana Pawła II w Gaju,"Szkolna 73, 32-031 Gaj, Poland",49.9608099,19.900185
Skała,"Gimnazjum nr 1 z Oddziałami Integracyjnymi i Sportowymi w Skale","ks. Połetka, 32-043 Skała, Poland",50.2227221,19.8458624
Skawina,Katolickie Gimnazjum im. Jana Pawła II,"Księdza Walentego Troski 17A, 32-050 Skawina, Poland",49.9759605,19.8273645
Skawina,"Gimnazjum Nr 1 z Oddziałami Integracyjnymi im.
Noblistów Polskich","Wincentego Witosa 4, 32-050 Skawina, Poland",49.9655217,19.8265527
Skawina,Gimnazjum Specjalne,"Żwirki i Wigury 9, 32-050 Skawina, Poland",49.9730456,19.8248532
Skawina,Gimnazjum nr 2,"Adama Mickiewicza 11A, 32-050 Skawina, Poland",49.975179,19.822372
Skawina,"Zespół Szkół Publicznych w Radziszowie -
Gimnazjum im. Jana Pawła II","Szkolna 7, 32-052 Radziszów, Poland",49.9389998,19.8129992
Słomniki,"Prywatne Gimnazjum im. Jana Pawła II w Smrokowie","Smroków 44A, 32-090 Słomniki, Poland",50.2809202,20.0319743
Słomniki,"Publiczne Gimnazjum im. Kazimierza Wielkiego w Słomnikach","32-090 Słomniki, Poland",50.2446457,20.0854754
Słomniki,Prywatne Gimnazjum w Kacicach,"Kacice 80, 32-090 Kacice, Poland",50.2549745,20.0580545
Słomniki,Publiczne Gimnazjum w Prandocinie,"Osiedle Świerczewskiego 2, 32-090 Słomniki, Poland",50.244437,20.085832
Słomniki,"Publiczne Gimnazjum im. T. Kościuszki w Niedźwiedziu","32-090, Rataje 21, 56-100 Rataje, Poland",50.229843,20.0930647
Sułoszowa,Gimnazjum w Sułoszowej,"32-045 Sułoszowa, Poland",50.2505714,19.7778549
Świątniki Górne,Gimnazjum im. Biblioteki Polskiej w Paryżu,"K. Bruchnalskiego 35, 32-040 Świątniki Górne, Poland",49.93416620000001,19.9447296
Wielka Wieś,"Gimnazjum im. ks. Jana Twardowskiego w Białym Kościele","Kansas, USA",39.011902,-98.4842465
Wielka Wieś,"Zespół Szkolno-Przedszkolny w Modlnicy,
Gimnazjum w Modlnicy im.Oskara Kolberga","Sportowa 2, 32-085 Modlnica, Poland",50.1297706,19.862742
Zabierzów,"Zespół Szkół w Rudawie - Gimnazjum z Oddziałami Integracyjnymi im. Henryka Sienkiewicza w Rudawie","Stanisława Polaczka 25, 32-064 Rudawa, Poland",50.1228577,19.70752
Zabierzów,Zespół Szkół w Rząsce - Gimnazjum,"Krakowska 122, 30-199 Rząska, Poland",50.0995318,19.8365322
Zabierzów,Gimnazjum im. Jana Matejki w Zabierzowie,"Kolejowa 15, 32-080 Zabierzów, Poland",50.11695100000001,19.7990945
Zielonki,Gimnazjum w Bibicach,"Kościuszki 56A, 32-087 Zielonki, Poland",50.1193287,19.9655808
Zielonki,"Gimnazjum im. Józefa Piłsudskiego w Woli Zachariaszowskiej","32-087 Wola Zachariaszowska; 105, 32-087, Poland",50.1502478,19.9320269
Zielonki,Gimnazjum im. Jana Pawła II w Zielonkach,"Księdza Jana Michalika 2, 32-087 Zielonki, Poland",50.1166691,19.9145563
Zielonki,Gimnazjum im. Jerzego Kukuczki w Korzkwi,"Korzkiew 18, 32-087 Korzkiew, Poland",50.1629251,19.883771
m. Limanowa,Gimnazjum nr 2 w Limanowej,"Piłsudskiego 91, 34-600 Limanowa, Poland",49.71997,20.407431
m. Limanowa,Gimnazjum Nr 1,"Konopnickiej 4, 34-600 Limanowa, Poland",49.7078959,20.4222566
m. Limanowa,Gimnazjum nr 4 w Limanowej,"Reymonta, 34-600 Limanowa, Poland",49.738911,20.3856907
m. Limanowa,Gimnazjum nr 3 w Limanowej,"Jordana 3, 34-600 Limanowa, Poland",49.7024189,20.4177751
m. Mszana Dolna,Gimnazjum,"Sienkiewicza 2, 34-730 Mszana Dolna, Poland",49.6760159,20.0698332
m. Mszana Dolna,"Gimnazjum Miejskie nr 2 im. Jana Pawła II w Mszanie Dolnej","Rynek 21, 34-730 Mszana Dolna, Poland",49.6775002,20.0833525
m. Mszana Dolna,Gimnazjum Miejskie nr 1,"Sienkiewicza 2, 34-730 Mszana Dolna, Poland",49.6760159,20.0698332
Dobra,Publiczne Gimnazjum w Dobrej,"1, 34-642 Dobra, Poland",49.7158386,20.2436982
Dobra,Publiczne Gimnazjum w Skrzydlnej,"34-625 Skrzydlna; 186, 34-625, Poland",49.75196750000001,20.1859382
Dobra,Gimnazjum Publiczne w Jurkowie,"Jurków 115, 34-643 Jurków, Poland",49.6869407,20.2330222
Jodłownik,Gimnazjum w Wilkowisku,"34-617 Wilkowisko, Poland",49.7551905,20.2609006
Jodłownik,Publiczne Gimnazjum w Jodłowniku,"Jodłownik 126, 34-620 Jodłownik, Poland",49.7723823,20.2332654
Jodłownik,"Gimnazjum Publiczne im. Jana Pawła II w Sadku-
Kostrzy","105, 34-620 Sadek, Poland",49.78409389999999,20.273147
Kamienica,Gimnazjum w Kamienicy,"490, 34-608 Kamienica, Poland",49.57481490000001,20.3436557
Kamienica,"Gimnazjum im. 1 Pułku Strzelców Podhalańskich Armii Krajowej w Szczawie","Szczawa 327, 34-607 Kamienica, Poland",49.6017058,20.2984801
Kamienica,Gimnazjum w Zalesiu,"34-608 Zalesie, Poland",49.6273065,20.3496231
Laskowa,Publiczne Gimnazjum im. Janusza Korczaka,"34-602, Poland",49.7610414,20.4496765
Laskowa,"Zespół Szkół - Publiczne Gimnazjum w Ujanowicach im. Świętej Kingi","34-603 Ujanowice; 55, 34-603, Poland",49.7454889,20.5590377
Limanowa,Publiczne Gimnazjum w Pasierbcu,"Pasierbiec 108,34-600, Pasierbiec, Poland",49.7581742,20.3797614
Limanowa,Publiczne Gimnazjum,"Piłsudskiego 91, 34-600 Limanowa, Poland",49.71997,20.407431
Limanowa,"Zespół Szkół im. St. Wyspiańskiego w Rupniowie -
Publiczne Gimnazjum w Rupniowie I","206, 34-652 Rupniów, Poland",49.7643818,20.3356986
Limanowa,Publiczne Gimnazjum w Pisarzowej,"Pisarzowa 346, 34-653 Męcina, Poland",49.690321,20.5062317
Limanowa,"Zespół Szkół Nr 1 w Starej Wsi Publiczne Gimnazjum Nr 1 w Starej Wsi","Limanova, 34-600 Stara Wieś, Poland",49.67573900000001,20.3967468
Limanowa,Publiczne Gimnazjum w Mordarce,"34-600 Mordarka, Poland",49.6991153,20.4607058
Limanowa,"Zespół Szkół im. Stanisława Konarskiego w Starej Wsi II - Gimnazjum Publiczne w Starej Wsi II","34-600, Poland",49.6796254,20.4258692
Łukowica,Gimnazjum im. Michała Sędziwoja w Łukowicy,"Łukowica 293, 34-606 Łukowica, Poland",49.6008858,20.492828
Łukowica,Zespół Szkół w Przyszowej - Gimnazjum,"Przyszowa, Poland",49.6411791,20.5040467
Mszana Dolna,"Gimnazjum Nr 1 im. Kard. Stefana Wyszyńskiego w Kasinie Wielkiej","nr 761, Kasina Wielka 34-741, 34-741 Kasina Wielka, Poland",49.7244371,20.1381976
Mszana Dolna,"Zespół Placówek Oświatowych, Gimnazjum nr 4
im. ks. prof. Józefa Tischnera w Mszanie Górnej","Mszana Górna, Poland",49.66135389999999,20.0967598
Mszana Dolna,"Gimnazjum nr 2 w Kasince Małej im. Księdza Kanonika Stanisława Urygi","DW968 513, 34-734 Kasinka Mała, Poland",49.7021165,20.0389123
