     mwg14      | dochod_bud_pra 
 30640496726103 |           4634
 30640496726201 |           4626
 30640496726301 |           4559
 30640496726302 |           4626
 30640496726303 |           4626
 30640496726304 |           4626
 30640496726305 |           4626
 30640496726401 |           4456
 30640496726402 |           4891
 30640496726403 |           4482
 30640496726404 |           4685
 30640496726405 |           4595
 30640496726501 |           4777
 30640496726502 |           4819
 30640496726503 |           4453
 30640496726504 |           4819
 30640496726505 |           5224
 30640496726601 |           4598
 30640496726602 |           4598
 30640496726603 |           4598
 30640496726604 |           4586
 30640496726605 |           4652
 30640496726606 |           4598
 30640496726607 |           4598
 30640496726608 |           4536
 30640496726609 |           4598
 30640496726701 |           4622
 30640496726702 |           4418
 30640496726703 |           4684
 30640496726704 |           4627
 30640496726705 |           4848
 30640496726706 |           4622
 30640496726707 |           4622
 30640496726801 |           4640
 30640496726802 |           4579
 30640496726803 |           4619
 30640496726804 |           4619
 30640496726901 |           4291
 30640496726902 |           4649
 30640496726903 |           4555
 30640496726904 |           4516
 30640496726905 |           4702
 30640496726906 |           4465
 30640496727001 |           4370
 30640496727002 |           4331
 30640496727101 |           4580
 30640496727102 |           4545
 30640496727103 |           4829
 30640496727201 |           4569
 30640496727202 |           4499
 30640496727203 |           4525
 30640496727301 |           4239
 30640496727501 |           4513
 30640496727601 |           4493
 30640496727701 |           4493
 30640496727801 |           4467
 30640496727802 |           4467
 30640496727901 |           4557
 30640496727902 |           4729
 30640496728101 |           4594
 30640496728201 |           4594
 30640496728301 |           4795
 30640496728401 |           4665
 30640496728402 |           4334
 30640496728403 |           4637
 30640496728501 |           4758
 30640496728502 |           4630
 30640496728503 |           4427
 30640496728701 |           4573
 30640496728702 |           4573
 30640496728703 |           4500
 30640496728704 |           4573
 30640496728801 |           4594
 30640496728901 |           4669
 30640496728902 |           4669
 30640496728903 |           4669
 30640496729001 |           4545
 30640496729101 |           4545
 30640496729201 |           4618
 30640496729202 |           4535
 30640496729203 |           4645
 30640496729301 |           4743
 30640496729302 |           4860
 30640496729401 |           4545
 30640496729501 |           4545
 30640496729601 |           4545
 30640496729901 |           4143
 30640496729902 |           4388
 30640496729903 |           4408
 30640496730001 |           4970
 30640496730002 |           4970
 30640496730101 |           4679
 30640496730201 |           4679
 30640496730202 |           4679
 30640496730301 |           4679
 30640496730401 |           4853
 30640496730402 |           4248
 30640496730403 |           4901
 30640496730601 |           4891
 30640496730602 |           4891
 30640496730603 |           4891
 30640496730604 |           4891
 30640496730605 |           5044
 30640496730701 |           4618
 30640496730702 |           4575
 30640496730703 |           4818
 30640496730704 |           4838
 30640496730705 |           4264
 30640496730706 |           4418
 30640496730801 |           4289
 30640496730802 |           4289
 30640496730803 |           4421
 30640496730804 |           4180
 30640496730911 |           4701
 30640496730912 |           5330
 30640496730913 |           4817
 30640496730914 |           4781
 30640496730915 |           4362
 30640496730916 |           4701
 30640496730921 |           4894
 30640496730922 |           4894
 30640496730923 |           4894
 30640496730924 |           4894
 30640496730925 |           4894
 30640496730926 |           4894
 30640496731011 |           4590
 30640496731012 |           4860
 30640496731013 |           4802
 30640496731014 |           4475
 30640496731021 |           5117
 30640496731022 |           5188
 30640496731023 |           4768
 30640496731024 |           4452
 30640496731025 |           4348
 30640496731026 |           4579
 30640496731031 |           4163
 30640496731041 |           4411
 30640496731042 |           4248
 30640496731043 |           4293
 30640496731044 |           4354
 30640496731045 |           4757
 30640496731051 |           4419
 30640496731052 |           5198
 30640496731053 |           4390
 30640496731054 |           4660
 30640496731055 |           4666
 30640496731111 |           5528
 30640496731112 |           5194
 30640496731113 |           5131
 30640496731114 |           4840
 30640496731115 |           5365
 30640496731116 |           4557
 30640496731121 |           4477
 30640496731201 |           4629
 30640496731202 |           4355
 30640496731203 |           4543
 30640496731301 |           4484
 30640496731302 |           4549
 30640496731401 |           4508
 30640496731402 |           4484
 30640496731403 |           4356
 30640496731404 |           4230
 30640496731405 |           4280
 30640496731501 |           4632
 30640496731502 |           4638
 30640496731601 |           4722
 30640496731602 |           4414
 30640496731603 |           4792
 30640496731604 |           4698
 30640496731605 |           4484
 30640496731606 |           4544
 30640496731701 |           4446
 30640496731702 |           4807
 30640496731801 |           4406
 30640496731901 |           4622
 30640496731902 |           4476
 30640496731903 |           4352
 30640496731904 |           4837
 30640496731905 |           4663
 30640496732001 |           4709
 30640496732002 |           4567
 30640496732003 |           4582
 30640496732004 |           4813
 30640496732005 |           4465
 30640496732101 |           4399
 30640496732102 |           4621
 30640496732103 |           4966
 30640496732104 |           4622
 30640496732201 |           4897
 30640496732202 |           4536
 30640496732301 |           4583
 30640496732302 |           4659
 30640496732303 |           4704
 30640496732304 |           4480
 30640496732305 |           4645
 30640496732401 |           4529
 30640496732402 |           4514
 30640496732501 |           4868
 30640496732502 |           4728
 30640496732503 |           4612
 30640496732504 |           4534
 30640496732601 |           4681
 30640496732602 |           4726
 30640496732603 |           4573
 30640496732604 |           4553
 30640496732605 |           4624
 30640496732606 |           4515
 30640496732701 |           4607
 30640496732702 |           5003
 30640496732703 |           4650
 30640496732704 |           4933
 30640496732705 |           4516
 30640496732706 |           4410
 30640496732707 |           4679
 30640496732801 |           5198
 30640496732802 |           5426
 30640496732803 |           4531
 30640496732804 |           4658
 30640496732805 |           4784
 30640496732901 |           4581
 30640496732902 |           4582
 30640496733001 |           4379
 30640496733002 |           4587
 30640496733003 |           4717
 30640496733004 |           4648
 30640496733005 |           4571
 30640496733006 |           4280
 30640496733101 |           4527
 30640496733201 |           4769
 30640496733202 |           4771
 30640496733301 |           4612
 30640496733302 |           4998
 30640496733401 |           4754
 30640496733402 |           4613
 30640496733403 |           4740
 30640496733501 |           4698
 30640496733502 |           4847
 30640496733503 |           4601
 30640496733504 |           4638
 30640496733505 |           4564
 30640496733506 |           4816
 30640496733507 |           4575
 30640496733601 |           4534
 30640496733602 |           4456
 30640496733603 |           4693
 30640496733604 |           4365
 30640496733701 |           4732
 30640496733702 |           4901
 30640496733703 |           5031
 30640496733704 |           4827
 30640496733801 |           4632
 30640496733901 |           4581
 30640496733902 |           4722
 30640496733903 |           4584
 30640496734001 |           4821
 30640496734002 |           4487
 30640496734003 |           4673
 30640496734004 |           4589
 30640496734101 |           4812
 30640496734102 |           4568
 30640496734103 |           4322
 30640496734104 |           4793
 30640496734105 |           4970
 30640496734106 |           4520
 30640496734107 |           4510
 30640496734108 |           4306
 30640496734201 |           5166
 30640496734202 |           4711
 30640496734203 |           5008
 30640496734204 |           4712
 30640496734205 |           5226
 30640496734301 |           4356
 30640496734302 |           4728
 30640496734303 |           4593
 30640496734304 |           4584
 30640496734305 |           4623
 30640496734401 |           4640
 30640496734402 |           4540
 30640496734403 |           4845
 30640496734404 |           4541
 30640496734405 |           4571
 30640496734501 |           4595
 30640496734502 |           4552
 30640496734503 |           4612
 30640496734504 |           4410
 30640496734505 |           4741
 30640496734506 |           4832
 30640496734601 |           4935
 30640496734602 |           4461
 30640496734603 |           4859
 30640496734604 |           4386
 30640496734605 |           4576
 30640496734701 |           4555
 30640496734702 |           4524
 30640496734703 |           4672
 30640496734704 |           4685
 30640496734801 |           4618
 30640496734911 |           5483
 30640496734921 |           4953
 30640496734922 |           4056
 30640496734923 |           4594
 30640496734924 |           4208
 30640496734925 |           4687
 30640496734926 |           4275
 30640496734931 |           4449
 30640496734932 |           4196
 30640496734941 |           4640
 30640496734942 |           4317
 30640496734943 |           4554
 30640496734944 |           4536
 30640496734945 |           4528
 30640496734946 |           4507
 30640496734947 |           4643
 30640496734951 |           4431
 30640496734952 |           4779
 30640496734953 |           4581
 30640496734961 |           4989
 30640496734962 |           4989
 30640496734963 |           5298
 30640496734964 |           4782
 30640496734965 |           4989
 30640496735001 |           4605
 30640496735002 |           5043
 30640496735003 |           4826
 30640496735004 |           4685
 30640496735005 |           4889
 30640496735101 |           4458
 30640496735102 |           4626
 30640496735103 |           4612
 30640496735104 |           4544
 30640496735201 |           4619
 30640496735301 |           4651
 30640496735302 |           4889
 30640496735303 |           4283
 30640496735304 |           4471
 30640496735401 |           4651
 30640496735402 |           4519
 30640496735403 |           4396
 30640496735404 |           4590
 30640496735405 |           4577
 30640496735406 |           4733
 30640496735407 |           4846
 30640496735501 |           4711
 30640496735502 |           4447
 30640496735503 |           4674
 30640496735504 |           4703
 30640496735505 |           4501
 30640496735601 |           4681
 30640496735602 |           4632
 30640496735603 |           4759
 30640496735604 |           4731
 30640496735605 |           4148
 30640496735701 |           5084
 30640496735702 |           4785
 30640496735703 |           4737
 30640496735704 |           4694
 30640496735705 |           4528
 30640496735706 |           4324
 30640496735811 |           4627
 30640496735812 |           4408
 30640496735813 |           4391
 30640496735814 |           4546
 30640496735815 |           4698
 30640496735816 |           4808
 30640496735817 |           4871
 30640496735821 |           4832
 30640496735822 |           4278
 30640496735901 |           4582
 30640496735902 |           4829
 30640496735903 |           5021
 30640496736011 |           4764
 30640496736012 |           4738
 30640496736013 |           4784
 30640496736014 |           4679
 30640496736015 |           4959
 30640496736016 |           4909
 30640496736021 |           5224
 30640496736022 |           4803
 30640496736023 |           4421
 30640496736024 |           4903
 30640496736025 |           4733
 30640496736031 |           4400
 30640496736032 |           4798
 30640496736033 |           4501
 30640496736034 |           4652
 30640496736035 |           4651
 30640496736036 |           4622
 30640496736101 |           4719
 30640496736201 |           4931
 30640496736202 |           4993
 30640496736203 |           4931
 30640496736204 |           4735
 30640496736205 |           5381
 30640496736206 |           4770
 30640496736301 |           4184
 30640496736302 |           4076
 30640496736303 |           4170
 30640496736401 |           4236
 30640496736402 |           3921
 30640496736403 |           4345
 30640496736404 |           4493
 30640496736405 |           5599
 30640496736501 |           4848
 30640496736502 |           4543
 30640496736901 |           5005
 30640496736902 |           5437
 30640496737001 |           4350
 30640496737101 |           4606
 30640496737102 |           4606
 30640496737103 |           4606
 30640496737104 |           4606
 30640496737201 |           4584
 30640496737202 |           4632
 30640496737301 |           4231
 30640496737302 |           4011
 30640496737303 |           4104
 30640496737304 |           4026
 30640496737401 |           4350
 30640496737501 |           4350
 30640496737601 |           4695
 30640496737701 |           4522
 30640496737702 |           4586
 30640496737801 |           4350
 30640496737901 |           4350
 30640496738001 |           4424
 30640496738101 |           4568
 30640496738201 |           4252
 30640496738301 |           4568
 30640496738401 |           4568
 30640496738501 |           4587
 30640496738502 |           4640
 30640496738503 |           4587
 30640496738504 |           4516
 30640496738601 |           4568
 30640496738801 |           4616
 30640496738802 |           4549
 30640496738803 |           4637
 30640496738901 |           4736
 30640496738902 |           4791
 30640496739001 |           4717
 30640496739002 |           4838
 30640496739101 |           4470
 30640496739301 |           4625
 30640496739401 |           4600
 30640496739402 |           4591
 30640496739501 |           4582
 30640496739601 |           4672
 30640496739602 |           4948
 30640496739603 |           4420
 30640496739604 |           4601
 30640496739701 |           4619
 30640496739702 |           4678
 30640496739703 |           4554
 30640496739801 |           4672
 30640496739802 |           4658
 30640496739901 |           4625
 30640496740001 |           4590
 30640496740101 |           4590
 30640496740201 |           4697
 30640496740301 |           4869
 30640496740401 |           4590
 30640496740501 |           4426
 30640496740502 |           4513
 30640496740503 |           4513
 30640496740601 |           4671
 30640496740701 |           4590
 30640496740801 |           4590
 30640496740901 |           4590
 30640496741001 |           4530
 30640496741101 |           4380
 30640496741102 |           4377
 30640496741201 |           4530
 30640496741301 |           4530
 30640496741401 |           4821
 30640496741501 |           4473
 30640496741601 |           4744
 30640496741602 |           4644
 30640496741603 |           4626
 30640496741604 |           4644
 30640496741605 |           4679
 30640496741701 |           4278
 30640496741801 |           4530
 30640496741901 |           4262
 30640496741902 |           4612
 30640496742201 |           4664
 30640496742202 |           4689
 30640496742203 |           4658
 30640496742204 |           4771
 30640496742205 |           4577
 30640496742206 |           4663
 30640496742301 |           4691
 30640496742302 |           4627
 30640496742401 |           4669
 30640496742402 |           4571
 30640496742403 |           4613
 30640496742404 |           4675
 30640496742405 |           4621
 30640496742501 |           4421
 30640496742502 |           4616
 30640496742503 |           4871
 30640496742504 |           4696
 30640496742505 |           4452
 30640496742601 |           4639
 30640496742602 |           4639
 30640496742701 |           4671
 30640496742801 |           4597
 30640496742802 |           4645
 30640496742901 |           4465
 30640496743001 |           4526
 30640496743002 |           4718
 30640496743101 |           4604
 30640496743201 |           4413
 30640496743202 |           4550
 30640496743203 |           4608
 30640496743301 |           4505
 30640496743302 |           4505
 30640496743401 |           4692
 30640496743402 |           4630
 30640496743403 |           4472
 30640496743404 |           4809
 30640496743405 |           4750
 30640496743406 |           4796
 30640496743407 |           4701
 30640496743408 |           4339
 30640496743501 |           4443
 30640496743502 |           4823
 30640496743503 |           4762
 30640496743504 |           4488
 30640496743601 |           4593
 30640596743711 |           4919
 30640596743712 |           4544
 30640596743713 |           6492
 30640596743714 |           4888
 30640596743715 |           5459
 30640596743716 |           5174
 30640596743721 |           4838
 30640596743722 |           4964
 30640596743723 |           4639
 30640596743724 |           5566
 30640596743725 |           4678
 30640596743726 |           5142
 30640596743731 |           4880
 30640596743732 |           5292
 30640596743733 |           4831
 30640596743734 |           4848
 30640596743735 |           4799
 30640596743736 |           4568
 30640596743741 |           4981
 30640596743742 |           5068
 30640596743743 |           4387
 30640596743744 |           5353
 30640596743745 |           5201
 30640596743746 |           5017
 30640596743751 |           5472
 30640596743752 |           5238
 30640596743753 |           4879
 30640596743761 |           4856
 30640596743762 |           5146
 30640596743763 |           4703
 30640596743764 |           4531
 30640596743765 |           4231
 30640596743766 |           4588
 30640596743767 |           4544
 30640596743771 |           5069
 30640596743772 |           4606
 30640596743773 |           4839
 30640596743774 |           4481
 30640596743775 |           4202
 30640596743781 |           4525
 30640596743782 |           4685
 30640596743783 |           4532
 30640596743784 |           4362
 30640596743791 |           4339
 30640596743792 |           4814
 30640596743793 |           4391
 30640596743794 |           4517
 30640596743795 |           4848
 30640596743796 |           4875
 30640596743797 |           4797
 30640596743811 |           5017
 30640596743812 |           5437
 30640596743813 |           5281
 30640596743814 |           5025
 30640596743815 |           5139
 30640596743821 |           4691
 30640596743822 |           4385
 30640596743823 |           5186
 30640596743824 |           4780
 30640596743825 |           4781
 30640596743831 |           4961
 30640596743832 |           5030
 30640596743833 |           5804
 30640596743834 |           5269
 30640596743835 |           6256
 30640596743836 |           5235
 30640596743841 |           4968
 30640596743842 |           5293
 30640596743843 |           4988
 30640596743851 |           5212
 30640596743852 |           4524
 30640596743853 |           5558
 30640596743854 |           5075
 30640596743861 |           5765
 30640596743862 |           6439
 30640596743863 |           6054
 30640596743871 |           5624
 30640596743872 |           5598
 30640596743873 |           5722
 30640596743881 |           6572
 30640596743882 |           4947
 30640596743883 |           4762
 30640596743884 |           5128
 30640596743885 |           6413
 30640596743886 |           5316
 30640596743891 |           5693
 30640596743892 |           5185
 30640596743893 |           5184
 30640596743894 |           5735
 30640596743895 |           5693
 30640596743896 |           5693
 30640596743901 |           5567
 30640596743902 |           5093
 30640596743903 |           4891
 30640596743904 |           4963
 30640596743905 |           4800
 30640596743906 |           4951
 30640596744011 |           4610
 30640596744012 |           4899
 30640596744013 |           5223
 30640596744021 |           4851
 30640596744022 |           5399
 30640596744023 |           4682
 30640596744024 |           4746
 30640596744025 |           4772
 30640596744026 |           4661
 30640596744031 |           5031
 30640596744032 |           5522
 30640596744033 |           4757
 30640596744034 |           4682
 30640596744041 |           4693
 30640596744042 |           4825
 30640596744043 |           4727
 30640596744044 |           4986
 30640596744045 |           5457
 30640596744046 |           5063
 30640596744047 |           5050
 30640596744048 |           5273
 30640596744051 |           4879
 30640596744052 |           4967
 30640596744053 |           4944
 30640596744054 |           4823
 30640596744055 |           4747
 30640596744056 |           6074
 30640596744057 |           4947
 30640596744058 |           4537
 30640596744061 |           4410
 30640596744062 |           4577
 30640596744063 |           3992
 30640596744064 |           4269
 30640596744065 |           4019
 30640596744066 |           4131
 30640596744067 |           3992
 30640596744068 |           4169
 30640596744069 |           4606
 30640596744071 |           4477
 30640596744072 |           4187
 30640596744073 |           4650
 30640596744074 |           4414
 30640596744075 |           4320
 30640596744076 |           4069
 30640596744077 |           3862
 30640596744078 |           4100
 30640596744081 |           4142
 30640596744082 |           4721
 30640596744083 |           4571
 30640596744084 |           5004
 30640596744085 |           4689
 30640596744086 |           4689
 30640596744091 |           4673
 30640596744092 |           4823
 30640596744101 |           4897
 30640596744102 |           4520
 30640596744103 |           5313
 30640596744104 |           5446
 30640596744105 |           4674
 30640596744106 |           4900
 30640596744201 |           4793
 30640596744401 |           4793
 30640596744501 |           5258
 30640596744502 |           5376
 30640596744503 |           4986
 30640596744504 |           4699
 30640596744505 |           4986
 30640596744506 |           4871
 30640596744601 |           5152
 30640596744602 |           5288
 30640596744603 |           5237
 30640596744901 |           4881
 30640596744902 |           5121
 30640596744903 |           4737
 30640596744904 |           5037
 30640596744905 |           4904
 30640596745001 |           4706
 30640596745002 |           5003
 30640596745003 |           4923
 30640596745004 |           6145
 30640596745005 |           5619
 30640596745006 |           5473
 30640596745101 |           4659
 30640596745102 |           4872
 30640596745103 |           4510
 30640596745201 |           4961
 30640596745301 |           4989
 30640596745411 |           4483
 30640596745412 |           4713
 30640596745413 |           5033
 30640596745414 |           3868
 30640596745421 |           4979
 30640596745422 |           4687
 30640596745423 |           4490
 30640596745424 |           4957
 30640596745425 |           4817
 30640596745501 |           5058
 30640596745502 |           5058
 30640596745601 |           4834
 30640596745602 |           5817
 30640596745603 |           4998
 30640596745701 |           4881
 30640596745702 |           4686
 30640596745703 |           4265
 30640596745704 |           4655
 30640596745705 |           4933
 30640596745706 |           4845
 30640596745707 |           4721
 30640596745708 |           4877
 30640596745801 |           5646
 30640596745802 |           5112
 30640596745803 |           5530
 30640596745804 |           4823
 30640596745805 |           4824
 30640596745806 |           5206
 30640596745901 |           5127
 30640596745902 |           4901
 30640596745903 |           5399
 30640596745904 |           5250
 30640596745905 |           5127
 30640596746001 |           4490
 30640596746002 |           4864
 30640596746003 |           4299
 30640596746004 |           4490
 30640596746101 |           4760
 30640596746201 |           4986
 30640596746202 |           4986
 30640596746301 |           4786
 30640596746302 |           5236
 30640596746303 |           4145
 30640596746304 |           4877
 30640596746401 |           5117
 30640596746501 |           5189
 30640596746502 |           4620
 30640596746601 |           5006
 30640596746701 |           4766
 30640596746801 |           4578
 30640596746802 |           4767
 30640596747101 |           5026
 30640596747201 |           5026
 30640596747401 |           5026
 30640596747601 |           5123
 30640596747602 |           4822
 30640596747801 |           5140
 30640596747802 |           5174
 30640596747901 |           5223
 30640596747902 |           4967
 30640596747903 |           4967
 30640596748001 |           4935
 30640596748002 |           4935
 30640596748101 |           4865
 30640596748102 |           5244
 30640596748201 |           4816
 30640596748202 |           5072
 30640596748203 |           4802
 30640596748301 |           4865
 30640596748302 |           5239
 30640596748303 |           4630
 30640596748304 |           4613
 30640596748305 |           4929
 30640596748401 |           4762
 30640596748402 |           4696
 30640596748403 |           5043
 30640596748501 |           4853
 30640596748502 |           4683
 30640596748503 |           5398
 30640596748504 |           4417
 30640596748601 |           4838
 30640596748602 |           5290
 30640596748603 |           4711
 30640596748701 |           5185
 30640596748702 |           5024
 30640596748703 |           4770
 30640596748801 |           5160
 30640596748802 |           5126
 30640596748901 |           4773
 30640596748902 |           5490
 30640596748903 |           4619
 30640596749001 |           4996
 30640596749002 |           5363
 30640596749003 |           4640
 30640596749101 |           4884
 30640596749102 |           4581
 30640596749103 |           5510
 30640596749104 |           4557
 30640596749105 |           4519
 30640596749201 |           4963
 30640596749202 |           4862
 30640596749203 |           4981
 30640596749204 |           4788
 30640596749301 |           5174
 30640596749302 |           4848
 30640596749303 |           4742
 30640596749304 |           4341
 30640596749401 |           4647
 30640596749402 |           5153
 30640596749403 |           5996
 30640596749404 |           4793
 30640596749501 |           4920
 30640596749611 |           5009
 30640596749612 |           4897
 30640596749613 |           5027
 30640596749614 |           4857
 30640596749615 |           5097
 30640596749616 |           5362
 30640596749621 |           4869
 30640596749622 |           4780
 30640596749623 |           4858
 30640596749624 |           5063
 30640596749701 |           4814
 30640596749702 |           4757
 30640596749703 |           4874
 30640596749704 |           5167
 30640596749705 |           4714
 30640596749706 |           4828
 30640596749707 |           4781
 30640596749801 |           4759
 30640596749802 |           5043
 30640596749803 |           4959
 30640596749804 |           5000
 30640596749805 |           4953
 30640596749806 |           5106
 30640596749901 |           4925
 30640596749902 |           4929
 30640596750001 |           5066
 30640596750002 |           4388
 30640596750003 |           4600
 30640596750004 |           4982
 30640596750101 |           5031
 30640596750102 |           4722
 30640596750103 |           4760
 30640596750201 |           4952
 30640596750202 |           4822
 30640596750203 |           5018
 30640596750204 |           4984
 30640596750205 |           5103
 30640596750206 |           5713
 30640596750301 |           5025
 30640596750302 |           5144
 30640596750303 |           4832
 30640596750304 |           6736
 30640596750305 |           4530
 30640596750306 |           5129
 30640596750307 |           4815
 30640596750401 |           4528
 30640596750402 |           4528
 30640596750501 |           4815
 30640596750502 |           4724
 30640596750503 |           5150
 30640596750601 |           4685
 30640596750602 |           4767
 30640596750603 |           4375
 30640596750604 |           4739
 30640596750605 |           4895
 30640596750606 |           4911
 30640596750701 |           4600
 30640596750702 |           4865
 30640596750703 |           5340
 30640596750704 |           4677
 30640596750801 |           4025
 30640596750802 |           4004
 30640596750803 |           5214
 30640596750804 |           5277
 30640596750805 |           4827
 30640596750901 |           4872
 30640596750902 |           4872
 30640596750903 |           4872
 30640596750904 |           4872
 30640596751001 |           4751
 30640596751002 |           5491
 30640596751111 |           4858
 30640596751112 |           4908
 30640596751113 |           4634
 30640596751121 |           4448
 30640596751122 |           5096
 30640596751123 |           5385
 30640596751201 |           5169
 30640596751202 |           4778
 30640596751203 |           4761
 30640596751204 |           4927
 30640596751301 |           5211
 30640596751302 |           4904
 30640596751401 |           4925
 30640596751501 |           5133
 30640596751502 |           4547
 30640596751503 |           5278
 30640596751504 |           5072
 30640596751505 |           4823
 30640596751506 |           4910
 30640596751507 |           5072
 30640596751601 |           4915
 30640596751602 |           4875
 30640596751603 |           4911
 30640596751604 |           4722
 30640596751701 |           4618
 30640596751702 |           4903
 30640596751703 |           4809
 30640596751704 |           4479
 30640596751801 |           4713
 30640596751802 |           4835
 30640596751803 |           5042
 30640596751804 |           4835
 30640596751901 |           4883
 30640596752001 |           6152
 30640596752002 |           5344
 30640596752003 |           5068
 30640596752004 |           4912
 30640596752005 |           5284
 30640596752006 |           5208
 30640596752007 |           5344
 30640596752101 |           5211
 30640596752102 |           5044
 30640596752103 |           4864
 30640596752201 |           4736
 30640596752202 |           5095
 30640596752301 |           4908
 30640596752401 |           5071
 30640596752501 |           4741
 30640596752502 |           4913
 30640596752503 |           4547
 30640596752504 |           4956
 30640596752505 |           4789
 30640596752506 |           4695
 30640596752507 |           4789
 30640596752508 |           4881
 30640596752509 |           4712
 30640596752601 |           5007
 30640596752602 |           5007
 30640596752701 |           4925
 30640596752702 |           4961
 30640596752703 |           4801
 30640596752801 |           4873
 30640596752802 |           4900
 30640596752901 |           4952
 30640596752902 |           4965
 30640596752903 |           4952
 30640596753001 |           4560
 30640596753002 |           4423
 30640596753003 |           4560
 30640596753004 |           4560
 30640596753005 |           4447
 30640596753101 |           5077
 30640596753201 |           5067
 30640596753501 |           4912
 30640596753502 |           4861
 30640596753701 |           4829
 30640596753901 |           5009
 30640596753902 |           5009
 30640596753903 |           5009
 30640596753904 |           5009
 30640596753905 |           5009
 30640596754201 |           4996
 30640596754202 |           4404
 30640596754203 |           4424
 30640596754204 |           4559
 30640596754205 |           5448
 30640596754206 |           4710
 30640596754207 |           4742
 30640596754301 |           4805
 30640596754302 |           5188
 30640596754303 |           4805
 30640596754304 |           4991
 30640596754305 |           4991
 30640596754501 |           5655
 30640596754502 |           4798
 30640596754503 |           4779
 30640596754504 |           5279
 30640596754505 |           4938
 30640596754506 |           4938
 30640596754507 |           4612
 30640596754508 |           4938
 30640596754801 |           4913
 30640596754802 |           4913
 30640596754803 |           4902
 30640596754804 |           4913
 30640596754805 |           4913
 30640596754806 |           4913
 30640596754807 |           4641
 30640596754808 |           5095
 30640596754809 |           4913
 30640596755001 |           4662
 30640596755002 |           4430
 30640596755101 |           4964
 30640596755102 |           4964
 30640596755103 |           5091
 30640596755104 |           4923
 30640596755105 |           4716
 30640596755401 |           4915
 30640596755402 |           5089
 30640596755403 |           4744
 30640596755404 |           4808
 30640596755405 |           4915
 30640596755406 |           4915
 30640596755501 |           4891
 30640596755502 |           5242
 30640596755503 |           4915
 30640596755504 |           4915
 30640596755505 |           4836
 30640596755506 |           4665
 30640596755507 |           4915
 30640596755701 |           4908
 30640596755702 |           4908
 30640596755703 |           4753
 30640596755704 |           4855
 30640596755705 |           4908
 30640596755706 |           4908
 30640596756301 |           5003
 30640596756302 |           4674
 30640596756303 |           4939
 30640596756304 |           4975
 30640596756305 |           4939
 30640596756306 |           5055
 30640596756307 |           5115
 30640596756308 |           4939
 30640596756501 |           4657
 30640596756502 |           4657
 30640596756503 |           4657
 30640596756504 |           4657
 30640596756801 |           4772
 30640596756802 |           4909
 30640596756803 |           4909
 30640596756804 |           4901
 30640596756805 |           4909
 30640596756806 |           5041
 30640596756807 |           4909
 30640596757001 |           4987
 30640596757002 |           4799
 30640596757003 |           4799
 30640596757004 |           4854
 30640596757005 |           4568
 30640596757101 |           4818
 30640596757102 |           4930
 30640596757103 |           5063
 30640596757104 |           4979
 30640596757105 |           4863
 30640596757106 |           4930
 30640596757401 |           4810
 30640596757402 |           4922
 30640596757403 |           4948
 30640596757404 |           4600
 30640596757405 |           4922
 30640596757406 |           4922
 30640596757407 |           4922
 30640596757601 |           5136
 30640596757602 |           4851
 30640596757603 |           4851
 30640596757604 |           4851
 30640596757605 |           4851
 30640596757606 |           4851
 30640596757607 |           4664
 30640596758101 |           4920
 30640596758102 |           4920
 30640596758103 |           4989
 30640596758104 |           4920
 30640596758105 |           4920
 30640596758106 |           4920
 30640596758201 |           4733
 30640596758202 |           5844
 30640596758203 |           4940
 30640596758204 |           4940
 30640596758205 |           4940
 30640596758206 |           4825
 30640596758207 |           4922
 30640596758208 |           4727
 30640596758209 |           4940
 30640596758501 |           4686
 30640596758502 |           4686
 30640596758503 |           4686
 30640596758504 |           4526
 30640596758505 |           4686
 30640596758901 |           5025
 30640596758902 |           4944
 30640596758903 |           4944
 30640596758904 |           5140
 30640596758905 |           4854
 30640596758906 |           4944
 30640596758907 |           4944
 30640596758908 |           5209
 30640596758909 |           4944
 30640596759201 |           4624
 30640596759202 |           4624
 30640596759203 |           4624
 30640596759204 |           4624
 30640596759205 |           4624
 30640596759206 |           4624
 30640596759301 |           4939
 30640596759302 |           4712
 30640596759303 |           5043
 30640596759304 |           4945
 30640596759401 |           5537
 30640596759402 |           4502
 30640596759403 |           5231
 30640596759404 |           5199
 30640596759601 |           4840
 30640596759602 |           4967
 30640596759603 |           4924
 30640596759604 |           4924
 30640596759605 |           5370
 30640596759606 |           4872
 30640596759701 |           4864
 30640596759702 |           4643
 30640596759703 |           5095
 30640596759704 |           4899
 30640596759705 |           4899
 30640596760001 |           4911
 30640596760002 |           4941
 30640596760003 |           4911
 30640596760004 |           4911
 30640596760005 |           4911
 30640596760006 |           4911
 30640596760007 |           4911
 30640596760008 |           4911
 30640596760601 |           4983
 30640596760602 |           4861
 30640596760603 |           4938
 30640596760604 |           5018
 30640596760605 |           4938
 30640596760606 |           4717
 30640596760607 |           5021
 30640596760701 |           4933
 30640596760702 |           4933
 30640596760703 |           4933
 30640596760704 |           4911
 30640596760705 |           4865
 30640596760706 |           5052
 30640596760707 |           5055
 30640596760801 |           4938
 30640596760802 |           5031
 30640596760803 |           4938
 30640596760804 |           4938
 30640596760805 |           4778
 30640596760806 |           5137
 30640596760807 |           4938
 30640596760808 |           4938
 30640596761101 |           4507
 30640596761102 |           4938
 30640596761103 |           4938
 30640596761104 |           4938
 30640596761105 |           4657
