     mwg14      | dochod_bud_pra 
 12190543958301 |           4135
 12190543958302 |           4025
 12190543958303 |           4259
 12190543958304 |           4132
 12190553981311 |           3941
 12190553981312 |           3848
 12190553981321 |           3934
 12190553981322 |           4117
 12190553981323 |           4102
 12190553981324 |           3990
 12190553981325 |           3948
 12190553981326 |           3947
 12190553981411 |           3685
 12190553981412 |           3856
 12190553981413 |           3929
 12190553981421 |           4112
 12190553981422 |           4186
 12190553981423 |           4043
 12190553981424 |           4228
 12190553981425 |           4350
 12190553981426 |           4356
 12190553981427 |           4477
 12190553981511 |           4161
 12190553981512 |           4148
 12190553981513 |           4252
 12190553981514 |           4086
 12190553981521 |           4319
 12190553981522 |           4239
 12190553981523 |           4338
 12190553981524 |           4606
 12190553981525 |           4339
 12190553981601 |           3940
 12190553981602 |           4577
 12190553981603 |           3955
 12190553981604 |           3815
 12190553981605 |           4168
 12190553981701 |           4187
 12190553981702 |           4053
 12190553981703 |           3994
 12190553981704 |           4076
 12190553981705 |           4274
 12190553981706 |           3885
 12190553981707 |           3871
 12190553981801 |           3600
 12190553981802 |           3680
 12190553981803 |           3616
 12190553981804 |           3560
 12190553981805 |           3389
 12190553981806 |           3545
 12190553981807 |           3421
 12190553981901 |           4244
 12190553981902 |           3961
 12190553981903 |           4176
 12190553981904 |           3942
 12190553981905 |           3993
 12190553981906 |           4104
 12190553982001 |           4088
 12190553982002 |           3943
 12190553982003 |           4102
 12190553982004 |           4327
 12190553982005 |           4033
 12190553982006 |           4117
 12190553982101 |           4037
 12190553982102 |           4059
 12190553982103 |           4009
 12190553982104 |           3986
 12190553982105 |           4244
 12190553982201 |           3810
 12190553982202 |           3817
 12190553982203 |           3755
 12190553982204 |           3885
 12190553982205 |           3888
 12190553982206 |           3772
 12190553982207 |           3872
 12190553982208 |           3732
 12190553982301 |           3938
 12190553982302 |           3937
 12190553982303 |           3884
 12190553982304 |           3813
 12190553982305 |           3738
 12190553982306 |           3723
 12190553982307 |           4010
 12190553982308 |           3765
 12190553982401 |           4036
 12190553982402 |           4012
 12190553982403 |           3894
 12190553982404 |           4019
 12190553982405 |           3967
 12190553982406 |           4183
 12190553982407 |           4003
 12190553982501 |           4267
 12190553982502 |           3873
 12190553982503 |           4176
 12190553982504 |           3943
 12190553982505 |           3930
 12190553982506 |           3784
 12190553982507 |           3724
 12190553982601 |           3916
 12190553982602 |           3894
 12190553982603 |           3692
 12190553982604 |           3598
 12190553982701 |           3764
 12190553982702 |           3665
 12190553982703 |           3807
 12190553982704 |           3808
 12190553982801 |           3640
 12190553982802 |           3677
 12190553982803 |           3732
 12190553982804 |           3747
 12190553982805 |           3771
 12190553982806 |           3654
 12610293900111 |           5072
 12610293900112 |           5171
 12610293900113 |           5325
 12610293900114 |           5520
 12610293900115 |           5551
 12610293900116 |           5349
 12610293900121 |           6144
 12610293900122 |           5267
 12610293900123 |           5387
 12610293900124 |           5214
 12610293900125 |           5656
 12610293900211 |           5321
 12610293900212 |           4995
 12610293900213 |           5321
 12610293900214 |           4960
 12610293900215 |           5836
 12610293900216 |           4989
 12610293900217 |           5813
 12610293900218 |           5321
 12610293900219 |           5244
 12610293900221 |           5372
 12610293900222 |           5603
 12610293900223 |           5396
 12610293900224 |           5838
 12610293900225 |           5703
 12610293900226 |           5396
 12610293900227 |           4624
 12610293900231 |           5455
 12610293900232 |           5290
 12610293900233 |           5451
 12610293900234 |           5588
 12610293900311 |           5216
 12610293900312 |           5078
 12610293900313 |           5768
 12610293900314 |           4458
 12610293900315 |           5401
 12610293900321 |           5645
 12610293900322 |           5509
 12610293900323 |           5727
 12610293900324 |           6164
 12610293900411 |           4539
 12610293900412 |           4645
 12610293900413 |           4977
 12610293900414 |           4618
 12610293900415 |           5511
 12610293900416 |           5601
 12610293900421 |           5475
 12610293900422 |           5475
 12610293900423 |           5475
 12610293900424 |           5475
 12610293900425 |           5475
 12610293900426 |           5475
 12610293900427 |           5475
 12610293900428 |           5300
 12610293900429 |           5475
 12610293900431 |           5473
 12610293900432 |           4823
 12610293900433 |           6062
 12610293900434 |           5473
 12610293900435 |           5473
 12610293900441 |           5257
 12610293900442 |           5472
 12610293900443 |           4885
 12610293900444 |           4662
 12610293900445 |           3908
 12610293900446 |           4724
 12610293900447 |           6333
 12610293900451 |           6044
 12610293900452 |           5260
 12610293900453 |           5500
 12610293900454 |           5454
 12610293900461 |           5271
 12610293900462 |           6287
 12610293900463 |           6125
 12610293900464 |           5094
 12610293900465 |           5716
 12610293900471 |           5125
 12610293900472 |           4854
 12610293900473 |           5093
 12610293900474 |           5235
 12610293900475 |           5125
 12610293900511 |           5111
 12610293900512 |           4571
 12610293900513 |           4635
 12610293900514 |           6786
 12610293900515 |           5478
 12610293900516 |           5803
 12610293900517 |           5478
 12610293900518 |           5542
 12610293900521 |           4772
 12610293900522 |           5239
 12610293900523 |           4691
 12610293900524 |           5882
 12610293900525 |           5344
 12610293900526 |           5344
 12610293900527 |           5580
 12610293900611 |           5289
 12610293900612 |           5220
 12610293900613 |           5289
 12610293900614 |           5398
 12610293900615 |           5354
 12610293900616 |           5338
 12610293900617 |           5289
 12610293900621 |           5579
 12610293900622 |           5579
 12610293900623 |           5568
 12610293900711 |           5338
 12610293900712 |           4868
 12610293900713 |           4062
 12610293900714 |           4390
 12610293900715 |           5114
 12610293900721 |           4610
 12610293900722 |           5615
 12610293900723 |           5853
 12610293900724 |           5603
 12610293900731 |           5020
 12610293900732 |           6193
 12610293900733 |           6193
 12610293900734 |           6193
 12610293900735 |           6720
 12610293900736 |           6758
 12610293900741 |           5356
 12610293900742 |           5840
 12610293900743 |           5840
 12610293900744 |           4979
 12610293900745 |           6234
 12610293900746 |           5840
 12610293900801 |           5542
 12610293900802 |           5459
 12610293900803 |           6041
 12610293900804 |           5586
 12610293900805 |           5101
 12610293900806 |           5307
 12610293900807 |           5500
 12610293900901 |           5288
 12610293900902 |           5230
 12610293901001 |           5281
 12610293901002 |           4945
 12610293901003 |           5604
 12610293901004 |           5133
 12610293901101 |           5387
 12610293901102 |           3775
 12610293901103 |           5565
 12610293901104 |           4888
 12610293901201 |           5125
 12610293901202 |           5519
 12610293901203 |           5120
 12610293901204 |           4767
 12610293901301 |           5474
 12610293901302 |           5468
 12610293901303 |           5296
 12610293901304 |           5474
 12610293901305 |           5469
 12610293901306 |           5655
 12610293901401 |           5260
 12610293901402 |           5424
 12610293901403 |           5092
 12610293901404 |           5561
 12610293901501 |           5673
 12610293901502 |           5168
 12610293901503 |           5592
 12610293901504 |           5121
 12610293901505 |           5407
 12610293901601 |           5434
 12610293901602 |           5129
 12610293901603 |           5202
 12610293901604 |           5291
 12610293901701 |           5254
 12610293901702 |           5564
 12610293901703 |           5305
 12610293901801 |           5305
 12610293901802 |           5339
 12610293901803 |           5299
 12610293901901 |           5448
 12610293901902 |           5046
 12610293901903 |           5616
 12610293901904 |           5361
 12610293901905 |           5948
 12610293902001 |           4703
 12610293902002 |           5134
 12610293902003 |           4766
 12610293902004 |           5198
 12610293902005 |           5498
 12610293902006 |           5114
 12610293902007 |           5134
 12610293902008 |           5171
 12610293902101 |           5204
 12610293902102 |           4662
 12610293902103 |           7281
 12610293902104 |           4836
 12610293902201 |           4669
 12610293902202 |           5199
 12610293902203 |           5054
 12610293902204 |           5632
 12610293902205 |           5642
 12610293902206 |           5844
 12610293902207 |           4999
 12610293902208 |           5760
 12610293902311 |           4558
 12610293902312 |           5022
 12610293902313 |           5102
 12610293902314 |           5437
 12610293902315 |           5251
 12610293902316 |           5618
 12610293902317 |           5953
 12610293902321 |           5340
 12610293902322 |           5229
 12610293902323 |           6511
 12610293902324 |           4696
 12610293902325 |           5164
 12610293902326 |           5873
 12610293902327 |           5432
 12610293902411 |           5291
 12610293902412 |           4798
 12610293902413 |           4943
 12610293902414 |           4939
 12610293902415 |           4876
 12610293902416 |           5117
 12610293902417 |           5273
 12610293902418 |           5049
 12610293902421 |           5298
 12610293902422 |           5751
 12610293902423 |           5597
 12610293902424 |           5259
 12610293902425 |           5362
 12610293902426 |           4985
 12610293902427 |           5407
 12610293902431 |           4851
 12610293902432 |           5173
 12610293902433 |           5529
 12610293902434 |           5027
 12610293902435 |           5403
 12610293902436 |           4326
 12610293902437 |           4819
 12610293902438 |           4557
 12610293902441 |           5856
 12610293902442 |           5212
 12610293902443 |           5349
 12610293902444 |           5054
 12610293902445 |           5048
 12610293902446 |           4859
 12610293902447 |           4872
 12610293902451 |           5528
 12610293902452 |           5359
 12610293902453 |           5218
 12610293902454 |           5359
 12610293902455 |           5297
 12610293902456 |           5602
 12610293902457 |           5439
 12610293902461 |           6977
 12610293902462 |           7605
 12610293902463 |           7605
 12610293902464 |           7605
 12610293902465 |           7605
 12610293902471 |           6300
 12610293902472 |           5981
 12610293902473 |           6300
 12610293902474 |           5857
 12610293902475 |           6300
 12610293902501 |           5156
 12610293902502 |           5143
 12610293902503 |           5070
 12610293902504 |           5169
 12610293902505 |           4681
 12610293902601 |           5306
 12610293902602 |           4518
 12610293902603 |           5237
 12610293902604 |           6159
 12610293902605 |           5237
 12610293902606 |           5237
 12610293902701 |           4831
 12610293902702 |           4740
 12610293902703 |           5333
 12610293902801 |           5585
 12610293902802 |           5862
 12610293902803 |           5231
 12610293902804 |           5585
 12610293902805 |           5515
 12610293902806 |           5173
 12610293902807 |           5291
 12610293902901 |           5972
 12610293902902 |           5148
 12610293902903 |           4904
 12610293902904 |           5948
 12610293902905 |           6023
 12610293903001 |           5406
 12610293903002 |           5390
 12610293903003 |           5100
 12610293903004 |           4465
 12610293903101 |           5342
 12610293903102 |           6338
 12610293903103 |           5648
 12610293903104 |           5648
 12610293903105 |           5648
 12610293903201 |           4888
 12610293903202 |           4851
 12610293903203 |           5326
 12610293903204 |           5263
 12610293903205 |           5105
 12610293903206 |           5349
 12610293903311 |           5243
 12610293903312 |           5243
 12610293903313 |           5146
 12610293903314 |           5428
 12610293903315 |           5243
 12610293903321 |           4133
 12610293903322 |           5554
 12610293903323 |           5415
 12610293903324 |           6345
 12610293903325 |           5720
 12610293903326 |           5720
 12610293903327 |           5720
 12610293903331 |           5392
 12610293903332 |           5889
 12610293903333 |           5889
 12610293903401 |           5262
 12610293903402 |           5262
 12610293903403 |           5935
 12610293903404 |           5143
 12610293903405 |           4768
 12610293903406 |           5262
 12610293903407 |           5262
 12610293903501 |           4341
 12610293903502 |           4900
 12610293903503 |           5238
 12610293903504 |           5669
 12610293903505 |           5721
 12610293903506 |           5119
 12610293903507 |           5010
 12610293903508 |           4711
 12610293903601 |           5450
 12610293903602 |           5281
 12610293903603 |           5196
 12610293903604 |           5171
 12610293903605 |           5308
 12610293903606 |           5267
 12610293903701 |           5337
 12610293903702 |           5337
 12610293903703 |           5337
 12610293903704 |           5337
 12610293903705 |           5337
 12610293903706 |           5337
 12610293903707 |           5356
 12610293903708 |           5201
 12610293903709 |           5337
 12610293903811 |           4796
 12610293903812 |           4795
 12610293903813 |           4639
 12610293903814 |           4706
 12610293903815 |           4816
 12610293903816 |           5492
 12610293903817 |           4970
 12610293903821 |           5646
 12610293903822 |           5705
 12610293903823 |           5875
 12610293903824 |           7411
 12610293903825 |           5012
 12610293903826 |           5362
 12610293903827 |           5705
 12610293903828 |           5705
 12610293903911 |           4742
 12610293903912 |           5337
 12610293903921 |           4185
 12610293903922 |           4599
 12610293903923 |           5062
 12610293903924 |           5085
 12610293903925 |           5262
 12610293903926 |           5262
 12610293903927 |           5262
 12610293903928 |           5262
 12610293904011 |           5418
 12610293904012 |           5418
 12610293904013 |           5418
 12610293904014 |           5418
 12610293904015 |           5679
 12610293904016 |           5058
 12610293904021 |           5194
 12610293904022 |           5338
 12610293904023 |           5194
 12610293904111 |           5005
 12610293904112 |           5325
 12610293904113 |           5005
 12610293904114 |           5388
 12610293904115 |           4882
 12610293904116 |           5005
 12610293904117 |           5005
 12610293904118 |           5005
 12610293904121 |           5628
 12610293904122 |           5400
 12610293904123 |           5534
 12610293904124 |           5628
 12610293904125 |           5628
 12610293904126 |           5628
 12610293904127 |           5628
 12610293904128 |           5628
 12610293904129 |           5628
 12610293904131 |           5136
 12610293904132 |           5623
 12610293904133 |           5764
 12610293904134 |           5764
 12610293904135 |           5764
 12610293904136 |           5891
 12610293904137 |           5764
 12610293904138 |           5774
 12610293904201 |           5369
 12610293904202 |           5289
 12610293904203 |           5141
 12610293904204 |           5645
 12610293904205 |           5278
 12610293904206 |           5350
 12610293904311 |           5589
 12610293904312 |           5167
 12610293904313 |           5293
 12610293904314 |           5586
 12610293904315 |           5544
 12610293904316 |           5517
 12610293904317 |           6173
 12610293904321 |           5350
 12610293904322 |           5327
 12610293904323 |           5489
 12610293904401 |           5448
 12610293904402 |           5549
 12610293904403 |           5310
 12610293904404 |           5469
 12610293904405 |           5148
 12610293904406 |           5324
 12610293904407 |           5411
 12610293904408 |           5411
 12610293904511 |           5184
 12610293904512 |           4975
 12610293904513 |           5245
 12610293904514 |           5336
 12610293904515 |           5549
 12610293904521 |           5138
 12610293904522 |           4928
 12610293904531 |           5314
 12610293904532 |           5181
 12610293904533 |           5320
 12610293904534 |           5311
 12610293904601 |           5214
 12610293904602 |           5132
 12610293904701 |           5637
 12610293904702 |           5297
 12610293904703 |           5228
 12610293904704 |           5339
 12610293904801 |           5350
 12610293904802 |           4964
 12610293904803 |           5568
 12610293904804 |           5905
 12610293904805 |           5740
 12610293904806 |           5953
 12610293904807 |           5316
 12610293904901 |           5523
 12610293904902 |           5072
 12610293904903 |           5396
 12610293904904 |           4306
 12610293904905 |           5117
 12610293904906 |           5308
 12610293904907 |           5421
 12610293905001 |           5114
 12610293905002 |           5488
 12610293905003 |           4726
 12610293905004 |           5811
 12610293905005 |           5399
 12610293905006 |           6008
 12610293905007 |           5058
 12610293905101 |           5973
 12610293905102 |           5141
 12610293905103 |           5321
 12610293905104 |           5238
 12610293905105 |           5471
 12610293905106 |           5352
 12610293905107 |           5352
 12610293905211 |           4996
 12610293905212 |           5563
 12610293905213 |           5539
 12610293905214 |           5339
 12610293905215 |           5058
 12610293905216 |           5507
 12610293905221 |           5869
 12610293905222 |           5610
 12610293905223 |           5610
 12610293905224 |           5610
 12610293905225 |           5610
 12610293905226 |           5610
 12610293905227 |           5610
 12610293905228 |           5610
 12610293905301 |           5397
 12610293905302 |           5379
 12610293905303 |           5379
 12610293905304 |           5379
 12610293905305 |           5379
 12610293905401 |           5410
 12610293905402 |           5410
 12610293905403 |           5410
 12610293905404 |           5559
 12610293905405 |           5393
 12610293905406 |           5161
 12610293905407 |           5326
 12610293905408 |           5568
 12610293905409 |           5410
 12610293905511 |           5416
 12610293905512 |           5313
 12610293905513 |           5416
 12610293905514 |           5416
 12610293905515 |           5525
 12610293905521 |           5432
 12610293905522 |           4815
 12610293905523 |           5695
 12610293905524 |           5609
 12610293905525 |           5418
 12610293905526 |           5418
 12610293905527 |           5418
 12610293905611 |           5420
 12610293905612 |           5484
 12610293905613 |           5538
 12610293905614 |           5538
 12610293905615 |           5538
 12610293905616 |           5439
 12610293905617 |           5210
 12610293905618 |           5538
 12610293905621 |           5297
 12610293905622 |           5547
 12610293905623 |           5547
 12610293905624 |           5646
 12610293905625 |           5547
 12610293905631 |           5284
 12610293905632 |           5199
 12610293905633 |           5546
 12610293905634 |           5394
 12610293905635 |           5394
 12610293905701 |           5413
 12610293905801 |           5323
 12610293905802 |           5323
 12610293905803 |           5323
 12610293905804 |           5323
 12610293905805 |           5360
 12610293905806 |           5475
 12610293905807 |           5211
 12610293905808 |           5505
 12610293905809 |           5323
 12610293905901 |           5406
 12610293905902 |           5387
 12610293905903 |           5667
 12610293905904 |           5387
 12610293905905 |           5387
 12610293905906 |           5387
 12610293906001 |           5410
 12610293906002 |           5308
 12610293906003 |           5092
 12610293906004 |           5384
 12610293906005 |           5491
 12610293906006 |           5384
 12610293906007 |           5190
 12610293906008 |           5384
 12610293906009 |           5384
 12610293906101 |           5312
 12610293906102 |           5261
 12610293906103 |           5312
 12610293906104 |           5220
 12610293906105 |           5313
 12610293906106 |           5312
 12610293906107 |           5312
 12610293906201 |           4769
 12610293906202 |           5351
 12610293906203 |           5351
 12610293906204 |           5442
 12610293906205 |           5977
 12610293906301 |           5587
 12610293906302 |           5587
 12610293906303 |           5229
 12610293906304 |           5587
 12610293906305 |           5430
 12610293906306 |           5587
 12610293906307 |           5841
 12610293906308 |           5470
 12610293906309 |           5587
 12610293906401 |           5087
 12610293906402 |           5087
 12610293906403 |           5513
 12610293906404 |           5087
 12610293906405 |           5087
 12610293906406 |           4815
 12610293906407 |           4777
 12610293906501 |           5245
 12610293906502 |           5031
 12610293906503 |           4689
 12610293906504 |           5031
 12610293906601 |           5347
 12610293906602 |           5347
 12610293906603 |           5347
 12610293906701 |           5433
 12610293906702 |           5420
 12610293906703 |           5420
 12610293906704 |           5420
 12610293906705 |           5420
 12610293906706 |           5420
 12610293906707 |           5484
 12610293906801 |           5531
 12610293906802 |           5476
 12610293906803 |           5476
 12610293906804 |           5476
 12610293906805 |           5476
 12610293906806 |           5569
 12610293906807 |           5681
 12610293906901 |           5272
 12610293906902 |           5272
 12610293906903 |           5272
 12610293906904 |           5272
 12610293906905 |           5272
 12610293906906 |           5272
 12610293906907 |           5272
 12610293907001 |           4846
 12610293907002 |           4846
 12610293907003 |           4608
 12610293907004 |           4846
 12610293907005 |           4846
 12610293907006 |           4846
 12610293907007 |           4846
 12610293907101 |           5586
 12610293907102 |           5253
 12610293907103 |           5586
 12610293907104 |           5586
 12610293907105 |           5758
 12610293907106 |           5623
 12610293907107 |           5586
 12610293907108 |           5586
 12610293907201 |           5392
 12610293907202 |           5392
 12610293907203 |           5392
 12610293907204 |           5392
 12610293907205 |           5310
 12610293907206 |           5341
 12610293907207 |           5392
 12610293907301 |           5352
 12610293907302 |           5352
 12610293907303 |           5352
 12610293907304 |           5352
 12610293907305 |           5352
 12610293907306 |           5352
 12610293907401 |           5395
 12610293907402 |           5102
 12610293907403 |           5482
 12610293907404 |           5482
 12610293907405 |           5171
 12610293907406 |           5646
 12610293907407 |           5482
 12610293907408 |           5510
 12610293907409 |           5566
 12610293907501 |           5399
 12610293907502 |           5399
 12610293907503 |           5399
 12610293907504 |           5399
 12610293907505 |           5399
 12610293907506 |           5399
 12610293907507 |           5399
 12610293907508 |           5399
 12610293907509 |           5399
 12610293907601 |           5310
 12610293907602 |           5310
 12610293907603 |           5310
 12610293907604 |           5148
 12610293907605 |           5310
 12610293907606 |           5310
 12610293907607 |           5310
 12610293907701 |           5262
 12610293907702 |           5262
 12610293907703 |           5117
 12610293907704 |           5262
 12610293907705 |           5262
 12610293907706 |           5262
 12610293907707 |           5262
 12610293907801 |           5265
 12610293907802 |           5198
 12610293907803 |           4976
 12610293907804 |           5198
 12610293907901 |           5519
 12610293907902 |           5370
 12610293907903 |           5045
 12610293907904 |           5519
 12610293907905 |           4896
 12610293907906 |           6451
 12610293908001 |           5403
 12610293908101 |           5448
 12610293908102 |           5268
 12610293908103 |           5343
 12610293908104 |           5343
 12610293908201 |           5393
 12610293908202 |           5439
 12610293908203 |           5439
 12610293908204 |           5824
 12610293908205 |           5439
 12610293908206 |           5439
 12610293908207 |           5439
 12610293908301 |           5363
 12610293908302 |           5363
 12610293908303 |           5496
 12610293908304 |           5363
 12610293908305 |           5363
 12610293908306 |           5363
 12610293908307 |           5447
 12610293908308 |           5210
 12610293908401 |           5230
 12610293908402 |           5264
 12610293908403 |           5264
 12610293908404 |           5264
 12610293908405 |           5264
 12610293908406 |           5264
 12610293908407 |           5399
 12610293908408 |           5264
 12610293908501 |           5242
 12610293908502 |           5242
 12610293908503 |           5242
 12610293908504 |           5242
 12610293908505 |           5033
 12610293908601 |           5571
 12610293908602 |           5571
 12610293908603 |           5571
 12610293908604 |           5571
 12610293908605 |           5571
 12610293908606 |           5571
 12610293908607 |           5929
 12610293908608 |           5571
 12610293908609 |           5045
 12610293908701 |           5403
 12610293908702 |           5403
 12610293908703 |           5403
 12610293908704 |           5403
 12610293908705 |           5403
 12610293908706 |           5403
 12610293908801 |           5778
 12610293908802 |           5778
 12610293908911 |           5148
 12610293908912 |           5628
 12610293908913 |           5376
 12610293908914 |           5408
 12610293908915 |           5029
 12610293908916 |           5376
 12610293908921 |           5964
 12610293908922 |           5229
 12610293908923 |           5868
 12610293908924 |           5628
 12610293908925 |           4492
 12610293908926 |           5468
 12610293908927 |           5468
 12610293909001 |           5400
 12610293909002 |           5153
 12610293909003 |           5335
 12610293909101 |           5227
 12610293909102 |           5227
 12610293909103 |           5227
 12610293909104 |           5227
 12610293909105 |           5227
 12610293909106 |           5227
 12610293909107 |           5227
 12610293909108 |           5227
 12610293909109 |           5227
 12610293909201 |           5510
 12610293909202 |           5510
 12610293909203 |           5262
 12610293909204 |           6106
 12610293909301 |           5309
 12610293909302 |           6777
 12610293909303 |           5029
 12610293909304 |           5113
 12610293909305 |           5172
 12610293909306 |           5309
 12610293909307 |           5309
 12610293909308 |           5309
 12610293909401 |           5494
 12610293909402 |           5235
 12610293909403 |           5494
 12610293909404 |           5711
 12610293909405 |           5494
 12610293909406 |           5494
 12610293909407 |           5892
 12610293909501 |           5531
 12610293909502 |           5409
 12610293909503 |           5940
 12610293909504 |           5584
 12610293909505 |           5531
 12610293909506 |           5531
 12610293909507 |           5115
 12610293909601 |           5402
 12610293909602 |           5402
 12610293909603 |           5402
 12610293909604 |           5402
 12610293909605 |           5662
 12610293909606 |           5402
 12610293909607 |           5402
 12610293909608 |           5402
 12610293909609 |           5402
 12610293909701 |           5364
 12610293909702 |           5346
 12610293909703 |           5346
 12610293909704 |           5468
 12610293909705 |           5346
 12610293909706 |           5297
 12610293909707 |           5346
 12610293909801 |           5288
 12610293909802 |           5028
 12610293909803 |           5288
 12610293909804 |           5288
 12610293909805 |           5288
 12610293909806 |           5288
 12610293909807 |           5288
 12610293909808 |           5288
 12610293909911 |           5320
 12610293909912 |           5320
 12610293909913 |           4894
 12610293909914 |           5320
 12610293909915 |           5320
 12610293909921 |           5619
 12610293909922 |           5619
 12610293909923 |           5619
 12610293909924 |           5515
 12610293909925 |           5619
 12610293909926 |           5619
 12610293910011 |           5505
 12610293910012 |           5385
 12610293910013 |           5416
 12610293910014 |           5416
 12610293910015 |           5499
 12610293910021 |           5682
 12610293910022 |           5682
 12610293910023 |           5682
 12610293910024 |           5769
 12610293910025 |           5682
 12610293910101 |           5261
 12610293910102 |           5261
 12610293910103 |           5261
 12610293910104 |           5261
 12610293910105 |           5127
 12610293910106 |           5261
 12610293910107 |           5261
 12610293910108 |           5261
 12610293910201 |           5188
 12610293910202 |           5188
 12610293910203 |           5281
 12610293910204 |           5188
 12610293910205 |           5188
 12610293910301 |           5370
 12610293910302 |           5057
 12610293910303 |           5154
 12610293910304 |           5748
 12610293910305 |           5583
 12610293910306 |           5219
 12610293910307 |           5399
 12610293910308 |           5291
 12610293910309 |           5379
 12610293910411 |           5304
 12610293910412 |           5357
 12610293910413 |           5347
 12610293910414 |           5259
 12610293910415 |           5641
 12610293910416 |           5357
 12610293910421 |           5437
 12610293910422 |           5310
 12610293910423 |           5366
 12610293910424 |           5466
 12610293910425 |           5404
 12610293910426 |           4768
 12610293910427 |           5513
 12610293910501 |           5142
 12610293910502 |           5421
 12610293910503 |           5564
 12610293910504 |           5564
 12610293910505 |           5564
 12610293910506 |           6269
 12610293910601 |           5326
 12610293910602 |           5518
 12610293910603 |           5560
 12610293910604 |           5326
 12610293910605 |           5326
 12610293910606 |           5326
 12610293910607 |           5326
 12610293910701 |           5378
 12610293910801 |           5378
 12610293910901 |           5402
 12610293910902 |           5464
 12610293910903 |           5185
 12610293910904 |           5257
 12610293910905 |           5478
 12610293910906 |           5294
 12610293910907 |           5389
 12610293910908 |           6010
 12610293911001 |           5356
 12610293911002 |           5581
 12610293911003 |           4775
 12610293911004 |           5091
 12610293911005 |           5890
 12610293911006 |           5472
 12610293911007 |           5392
 12610293911008 |           5557
 12610293911009 |           5392
 12610293911101 |           5389
 12610293911102 |           5437
 12610293911103 |           5351
 12610293911104 |           5225
 12610293911105 |           5598
 12610293911106 |           5333
 12610293911107 |           5389
 12610293911201 |           5365
 12610293911202 |           5220
 12610293911203 |           5217
 12610293911204 |           5365
 12610293911301 |           5267
 12610293911302 |           5182
 12610293911303 |           4985
 12610293911304 |           5267
 12610293911305 |           5094
 12610293911306 |           5667
 12610293911307 |           5267
 12610293911401 |           5478
 12610293911402 |           5441
 12610293911403 |           5441
 12610293911404 |           5441
 12610293911405 |           5441
 12610293911406 |           5441
 12610293911407 |           5441
 12610293911501 |           5730
 12610293911502 |           5380
 12610293911503 |           5357
 12610293911504 |           5357
 12610293911505 |           5357
 12610293911506 |           5357
 12610293911507 |           5100
 12610293911508 |           5357
 12610293911509 |           5357
 12610293911601 |           5471
 12610293911602 |           5471
 12610293911603 |           5471
 12610293911604 |           5471
 12610293911605 |           5471
 12610293911606 |           5471
 12610293911607 |           5471
 12610293911608 |           5471
 12610293911609 |           5471
 12610293911701 |           5358
 12610293911702 |           5358
 12610293911703 |           5676
 12610293911704 |           5358
 12610293911705 |           5358
 12610293911706 |           5200
 12610293911801 |           5282
 12610293911802 |           5282
 12610293911803 |           5282
 12610293911804 |           5282
 12610293911805 |           5282
 12610293911806 |           5282
 12610293911807 |           5282
 12610293911901 |           5170
 12610293911902 |           5170
 12610293911903 |           5170
 12610293911904 |           5170
 12610293911905 |           5170
 12610293911906 |           5170
 12610293911907 |           5170
 12610293912001 |           5572
 12610293912002 |           5572
 12610293912003 |           5532
 12610293912004 |           5572
 12610293912005 |           5612
 12610293912006 |           5572
 12610293912101 |           5307
 12610293912102 |           5334
 12610293912103 |           5318
 12610393912201 |           4292
 12610393912202 |           3972
 12610393912203 |           4378
 12610393912204 |           4126
 12610393912205 |           4183
 12610393912206 |           4358
 12610393912207 |           4506
 12610393912208 |           3992
 12610393912209 |           4152
 12610393912301 |           3908
 12610393912302 |           3931
 12610393912303 |           4471
 12610393912304 |           4364
 12610393912305 |           5201
 12610393912401 |           4325
 12610393912402 |           4192
 12610393912403 |           3899
 12610393912404 |           4293
 12610393912405 |           4446
 12610393912406 |           4389
 12610393912407 |           4239
 12610393912408 |           4464
 12610393912501 |           3923
 12610393912502 |           3904
 12610393912503 |           4216
 12610393912504 |           4117
 12610393912505 |           4145
 12610393912506 |           4114
 12610393912611 |           4435
 12610393912612 |           4118
 12610393912613 |           4259
 12610393912614 |           4539
 12610393912615 |           4222
 12610393912616 |           4165
 12610393912617 |           5357
 12610393912618 |           4963
 12610393912619 |           4615
 12610393912621 |           3419
 12610393912622 |           3735
 12610393912623 |           3677
 12610393912624 |           3527
 12610393912625 |           3737
 12610393912631 |           3953
 12610393912632 |           4325
 12610393912633 |           4373
 12610393912634 |           5150
 12610393912635 |           4517
 12610393912636 |           4559
 12610393912641 |           5077
 12610393912642 |           5052
 12610393912643 |           5624
 12610393912644 |           5313
 12610393912651 |           5301
 12610393912652 |           4936
 12610393912653 |           5275
 12610393912654 |           5715
 12610393912655 |           5398
 12610393912711 |           4503
 12610393912712 |           4216
 12610393912713 |           4250
 12610393912714 |           4097
 12610393912715 |           4266
 12610393912716 |           4092
 12610393912717 |           3949
 12610393912718 |           4073
 12610393912721 |           4301
 12610393912722 |           4301
 12610393912723 |           4301
 12610393912724 |           4301
 12610393912725 |           4355
 12610393912726 |           4336
 12610393912727 |           4340
 12610393912728 |           4301
 12610393912729 |           4379
 12610393912731 |           4390
 12610393912732 |           4089
 12610393912733 |           4145
 12610393912734 |           4367
 12610393912735 |           4677
 12610393912736 |           3778
 12610393912737 |           3867
 12610393912741 |           3826
 12610393912742 |           3600
 12610393912743 |           3970
 12610393912744 |           3809
 12610393912745 |           3809
 12610393912751 |           4264
